,0
HNF1B|6928,0.9541048182829113
TMPRSS2|7113,0.8903829554458345
SPDEF|25803,0.8561596228969155
EFHD1|80303,0.8265884226117253
GAL3ST1|9514,0.82329754937542
EMX2OS|196047,0.8098121702308956
TRPS1|7227,0.7988608831147062
FOXA1|3169,0.7933789052875364
HOMER2|9455,0.7898974838245258
IHH|3549,0.7793557889472573
HKDC1|80201,0.7776640215796713
EMX2|2018,0.7730861678114915
HNF4A|3172,0.7722184913248837
PAX2|5076,0.7558781473672056
SFTPA2|729238,0.7532240214602932
GRHL2|79977,0.741104968306662
MYB|4602,0.7387255399393557
CEACAM6|4680,0.7351003593716865
OR51E2|81285,0.7333503302524556
C19orf77|284422,0.717528435844933
GALNT6|11226,0.717144846596675
TFAP2A|7020,0.715396740827057
SLC4A4|8671,0.7113678274573692
C9orf167|54863,0.7102424001754786
TCF21|6943,0.7061886339723353
HHLA2|11148,0.7053902137370507
KLK4|9622,0.7026325145565786
CREB3L4|148327,0.7005553878357853
SLC3A1|6519,0.7001466418965308
TFAP2C|7022,0.6988578179531684
MST1R|4486,0.6980448797733692
PCA3|50652,0.6880974977628849
HOXA11AS|221883,0.6874044960408892
C6orf223|221416,0.6862067482174177
SERPINB1|1992,0.6860409111480021
KCNE3|10008,0.6860121449058922
GALNT14|79623,0.6838226030802486
MREG|55686,0.6837072522351468
ACPP|55,0.6832812587070796
SLCO4C1|353189,0.6797675290344438
AMN|81693,0.6795321073489933
TMEM79|84283,0.6781168264137858
ACADL|33,0.6780686531533462
FOLH1|2346,0.6772184834006658
KLKP1|606293,0.6760102307776226
TBC1D9|23158,0.6748009870328371
DMGDH|29958,0.6726289885995778
HMOX1|3162,0.6706487516563837
ANXA4|307,0.6697514851363648
TRPV6|55503,0.6680750291036925
ARHGAP6|395,0.6661178600288657
HMGA1|3159,0.6652641041850698
NKX3-1|4824,0.6597046107193458
ABCC4|10257,0.6586182325692893
METTL7B|196410,0.6573193104516768
TSPAN8|7103,0.6554316958892192
SLC39A6|25800,0.6537065195017102
WNK2|65268,0.65222648021605
SALL1|6299,0.6519868180972626
C1orf116|79098,0.6503808253106773
ACSM5|54988,0.6487161207209371
C9orf152|401546,0.6479408017862227
HOXA10|3206,0.6451044153905408
TMEM37|140738,0.6448857014071643
EPCAM|4072,0.6428990273286321
TMEM176A|55365,0.6405583100937007
PDE9A|5152,0.6404206688215188
ALDH3B2|222,0.6389781910249384
SFTPD|6441,0.6388501215779832
CLRN3|119467,0.6376633110724685
NAPSA|9476,0.6355483395039432
TRIM15|89870,0.635205427563287
SCTR|6344,0.6326270698938568
CEACAM5|1048,0.6318167467508646
FAM176A|84141,0.6309989701596703
IGSF9|57549,0.6300949803873293
C20orf56|140828,0.6298685157230335
LMX1B|4010,0.6292776745448143
TBX3|6926,0.6268181345103485
MYO7B|4648,0.6267802944005103
SYT7|9066,0.6267008080473022
ZG16B|124220,0.6265344635804062
FUT2|2524,0.6264282626057593
ESR1|2099,0.6264020863931508
MSMB|4477,0.6259317060510812
KBTBD11|9920,0.6258179570540667
EPB41L4B|54566,0.6246341028603981
GCNT3|9245,0.6234601189924678
PRELID2|153768,0.6227136672140186
BHMT2|23743,0.6226242665524879
C14orf105|55195,0.6221403339820757
CDHR5|53841,0.6220808465224201
ANKS4B|257629,0.6215624866318818
SLC17A4|10050,0.6210792831717955
NR1H4|9971,0.6207749657839192
TRPM8|79054,0.6202976061739927
TNFAIP6|7130,0.6196562010933588
FAM149A|25854,0.6194743946457295
STX19|415117,0.6192254896095133
SGEF|26084,0.6186660467844942
UGT2B7|7364,0.6177436949294954
ARSE|415,0.6176810536212514
SLC6A12|6539,0.6167079755521996
FOXA2|3170,0.6160912938523249
LRRC15|131578,0.6157714604481854
HOXA11|3207,0.6150669636935147
PPP1R1B|84152,0.61458747002831
CRYL1|51084,0.6142731633047982
GATA3|2625,0.6140886383375073
ETV4|2118,0.6138479905052663
ACY3|91703,0.6110936490101277
HOXA13|3209,0.6108836179650503
VIL1|7429,0.6083405605149175
IRX5|10265,0.6074110457838586
HOXA9|3205,0.6073275175430075
GPX3|2878,0.6068697633797424
TGFA|7039,0.6060135475944206
BNIP3|664,0.6048261384507876
CANT1|124583,0.6044924173892154
CDK18|5129,0.6038279258408226
FMO1|2326,0.602687110671414
TJP3|27134,0.6024898747708831
CHRM1|1128,0.6015402396780039
RASGRP3|25780,0.6014298857949731
LRP2|4036,0.6002194092610795
FZD5|7855,0.599740787919905
USH1C|10083,0.5980558326477987
LYPD3|27076,0.5973591733548409
PKP3|11187,0.5973215122219682
MYOM3|127294,0.5970906078548577
FOXF1|2294,0.5968688753704741
CRABP2|1382,0.596471108388855
PM20D2|135293,0.595317115311788
LRRC26|389816,0.5949521080659865
CASZ1|54897,0.5943923303053764
GLYAT|10249,0.5942721571724936
UGT1A6|54578,0.5942667249393152
EPN3|55040,0.594112644330832
TMEM176B|28959,0.5922069893927899
FERMT1|55612,0.591986517101742
ST6GALNAC1|55808,0.5914581038740649
SLC22A2|6582,0.5914153566297211
WDR91|29062,0.5912124445886113
DDC|1644,0.5910187538786009
MFSD2B|388931,0.5904829793560147
TRIM10|10107,0.5904787041916764
SFTPA1|653509,0.5881505925307247
CES2|8824,0.5881374109501813
ST14|6768,0.5877614239949422
BAIAP2L1|55971,0.5868744487067834
ATP10B|23120,0.5864494139340815
SLC5A6|8884,0.586325234211323
PPAP2A|8611,0.5863239599530838
IKBIP|121457,0.5857041438929784
MYBPC1|4604,0.5839331691918694
ACSM3|6296,0.5836858137914602
PDZK1|5174,0.5832340300811589
CILP|8483,0.582548513772744
LRRC19|64922,0.5815690347145739
CA9|768,0.5814311499094642
C9orf140|89958,0.5806077527811822
UGT2A3|79799,0.5797331151965972
CDX2|1045,0.5797288662860547
PRLR|5618,0.5795442968898441
C10orf108|414235,0.5791718634431762
MOGAT3|346606,0.5789939361022831
LOC100130933|100130933,0.5789316454826985
SHH|6469,0.5787828569237936
KIF5C|3800,0.5779373674828043
C18orf45|85019,0.5777779600747925
VAV3|10451,0.5777083437098871
CPNE4|131034,0.57735358815205
IRX4|50805,0.5773504259467113
DPY19L1|23333,0.5761903367364516
CFTR|1080,0.5757478293525702
SEC22C|9117,0.5756034959880989
PVRL4|81607,0.5752418475402765
SYTL1|84958,0.5750171260108654
ACE2|59272,0.5741217703078609
ODC1|4953,0.5739111908116798
KLK3|354,0.5732592781808488
NLGN1|22871,0.573021998153739
CDH16|1014,0.571886738414868
MASP1|5648,0.5717531917196144
CYP2S1|29785,0.5715911264347184
BIK|638,0.5710770811544079
SFTA2|389376,0.5702515363735348
SLC28A1|9154,0.5702082502383135
TINAG|27283,0.5700450688420435
SNRPN|6638,0.569844551844974
MET|4233,0.5693410412823525
TMEM27|57393,0.5693386926351103
FAM83E|54854,0.568143282734201
DRAM1|55332,0.568058868792986
PFKP|5214,0.5679057561346945
NOX1|27035,0.5664670454477543
CCL15|6359,0.5663686392115406
PRUNE2|158471,0.5659787078674046
SLC6A13|6540,0.5658069464863953
BBOX1|8424,0.5655515473279489
