,0
SCGB2A2|4250,0.579772583806347
TMEM176B|28959,0.579754744983358
MYH14|79784,0.5787543788644105
ODC1|4953,0.5782846763451017
FASN|2194,0.5782074698452617
SNRPN|6638,0.5781517300625871
HOXB13|10481,0.5776590928349821
CFTR|1080,0.5772387169210587
VIPR1|7433,0.5771009108425544
AQP4|361,0.576025407593513
SLC25A42|284439,0.5753881588101437
CLDN8|9073,0.5752666928975314
CLDN2|9075,0.5751751914010272
PFKP|5214,0.5744536670461335
BCMO1|53630,0.5728703108945152
MIA2|117153,0.5724008254439246
SLC17A4|10050,0.5723432371347463
CHRM1|1128,0.5720119422489136
MOGAT3|346606,0.5717726647359813
SLC39A5|283375,0.5716947678593336
IRX5|10265,0.5716410999591837
PVRL4|81607,0.5713250184170025
