,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5
Fold_1,1.0,0.7415254237288136,0.7261410788381742,0.7649572649572649,0.6652892561983471
Fold_2,0.7415254237288136,1.0,0.7685589519650655,0.7946428571428571,0.696969696969697
Fold_3,0.7261410788381742,0.7685589519650655,1.0,0.7695652173913043,0.6541666666666667
Fold_4,0.7649572649572649,0.7946428571428571,0.7695652173913043,1.0,0.7130434782608696
Fold_5,0.6652892561983471,0.696969696969697,0.6541666666666667,0.7130434782608696,1.0
