fold_1,fold_2,jaccard
1,2,0.9669551534225019
1,3,0.9627085377821394
1,4,0.9627085377821394
1,5,0.9646365422396856
2,3,0.9657951641438962
2,4,0.9611688566385566
2,5,0.9696671262556628
3,4,0.9611688566385566
3,5,0.9638648860958366
4,5,0.9646365422396856
