,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5
Fold_1,1.0,0.941747572815534,0.9323671497584541,0.9323671497584541,0.9512195121951219
Fold_2,0.941747572815534,1.0,0.941747572815534,0.941747572815534,0.9512195121951219
Fold_3,0.9323671497584541,0.941747572815534,1.0,0.941747572815534,0.9512195121951219
Fold_4,0.9323671497584541,0.941747572815534,0.941747572815534,1.0,0.941747572815534
Fold_5,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.941747572815534,1.0
