fold_1,fold_2,fold_3,fold_4,fold_5
NTF4|4909,NRXN1|9378,NRK|203447,NRXN1|9378,NUDT10|170685
NTNG1|22854,NTF4|4909,NRXN1|9378,NTF4|4909,NUDT11|55190
NTRK2|4915,NTNG1|22854,NTF4|4909,NTNG1|22854,NWD1|284434
NTRK3|4916,NTRK2|4915,NTNG1|22854,NTRK2|4915,NXNL2|158046
NTS|4922,NTRK3|4916,NTRK2|4915,NTRK3|4916,NXPH1|30010
NUDT10|170685,NTS|4922,NTRK3|4916,NTS|4922,NXPH4|11247
NUDT11|55190,NUDT10|170685,NTS|4922,NUDT10|170685,OBP2B|29989
NWD1|284434,NUDT11|55190,NUDT10|170685,NUDT11|55190,OCA2|4948
NXNL2|158046,NWD1|284434,NUDT11|55190,NWD1|284434,ODAM|54959
NXPH1|30010,NXNL2|158046,NWD1|284434,NXNL2|158046,ODZ1|10178
NXPH4|11247,NXPH1|30010,NXNL2|158046,NXPH1|30010,ODZ2|57451
OBP2B|29989,NXPH4|11247,NXPH1|30010,NXPH4|11247,OGDHL|55753
OCA2|4948,OBP2B|29989,NXPH4|11247,OBP2B|29989,OGN|4969
ODAM|54959,OCA2|4948,OBP2B|29989,OCA2|4948,OLFM4|10562
ODZ1|10178,ODAM|54959,ODAM|54959,ODAM|54959,OMD|4958
ODZ2|57451,ODZ1|10178,ODZ1|10178,ODZ1|10178,ONECUT2|9480
OGDHL|55753,ODZ2|57451,ODZ2|57451,ODZ2|57451,OPRK1|4986
OGN|4969,OGDHL|55753,OGDHL|55753,OGDHL|55753,OR51E1|143503
OLFM4|10562,OGN|4969,OGN|4969,OGN|4969,OR51E2|81285
OMD|4958,OLFM4|10562,OLFM4|10562,OLFM4|10562,ORM1|5004
ONECUT2|9480,OMD|4958,OMD|4958,OMD|4958,ORM2|5005
OPCML|4978,ONECUT2|9480,ONECUT2|9480,ONECUT2|9480,OSR2|116039
OPRK1|4986,OPRK1|4986,OPCML|4978,OPCML|4978,OTX1|5013
OR51E1|143503,OR51E1|143503,OPRK1|4986,OPRK1|4986,OVOL2|58495
OR51E2|81285,OR51E2|81285,OR51E1|143503,OR51E1|143503,OXGR1|27199
ORM1|5004,ORM1|5004,OR51E2|81285,OR51E2|81285,P2RX2|22953
ORM2|5005,ORM2|5005,ORM1|5004,ORM1|5004,PABPC1L2A|340529
OSR2|116039,OSR2|116039,ORM2|5005,ORM2|5005,PABPC1L2B|645974
OTX1|5013,OTX1|5013,OSR2|116039,OSR2|116039,PADI1|29943
OVOL2|58495,OVOL2|58495,OTX1|5013,OTX1|5013,PADI3|51702
OXGR1|27199,OXGR1|27199,OVOL2|58495,OVOL2|58495,PAEP|5047
P2RX2|22953,P2RX2|22953,OXGR1|27199,OXGR1|27199,PAGE4|9506
PABPC1L2A|340529,PABPC1L2A|340529,PABPC1L2A|340529,PABPC1L2A|340529,PAH|5053
PABPC1L2B|645974,PABPC1L2B|645974,PABPC1L2B|645974,PABPC1L2B|645974,PAK6|56924
PADI1|29943,PADI1|29943,PADI1|29943,PADI1|29943,PANX2|56666
PADI3|51702,PADI3|51702,PADI3|51702,PADI3|51702,PART1|25859
PAEP|5047,PAEP|5047,PAEP|5047,PAEP|5047,PAX2|5076
PAGE4|9506,PAGE4|9506,PAGE4|9506,PAGE4|9506,PAX7|5081
PAH|5053,PAH|5053,PAH|5053,PAH|5053,PAX8|7849
PAK6|56924,PAK6|56924,PAK6|56924,PAK6|56924,PAX9|5083
PANX2|56666,PANX2|56666,PANX2|56666,PANX2|56666,PCA3|50652
PART1|25859,PART1|25859,PART1|25859,PART1|25859,PCDH10|57575
PAX2|5076,PAX2|5076,PAX2|5076,PAX2|5076,PCDH20|64881
PAX7|5081,PAX7|5081,PAX7|5081,PAX7|5081,PCDH8|5100
PAX8|7849,PAX8|7849,PAX8|7849,PAX8|7849,PCDHA10|56139
PAX9|5083,PAX9|5083,PAX9|5083,PAX9|5083,PCDHA11|56138
PCA3|50652,PCA3|50652,PCA3|50652,PCA3|50652,PCDHA12|56137
PCDH10|57575,PCDH10|57575,PCDH10|57575,PCDH10|57575,PCDHA13|56136
PCDH20|64881,PCDH20|64881,PCDH20|64881,PCDH20|64881,PCDHA1|56147
PCDH8|5100,PCDH8|5100,PCDH8|5100,PCDH8|5100,PCDHA4|56144
PCDHA10|56139,PCDHA10|56139,PCDHA10|56139,PCDHA10|56139,PCDHA6|56142
PCDHA11|56138,PCDHA11|56138,PCDHA11|56138,PCDHA11|56138,PCDHGB1|56104
PCDHA12|56137,PCDHA12|56137,PCDHA12|56137,PCDHA12|56137,PCDHGB5|56101
PCDHA13|56136,PCDHA13|56136,PCDHA13|56136,PCDHA13|56136,PCDP1|200373
PCDHA1|56147,PCDHA1|56147,PCDHA1|56147,PCDHA1|56147,PCGEM1|64002
PCDHA4|56144,PCDHA4|56144,PCDHA4|56144,PCDHA4|56144,PCK1|5105
PCDHA6|56142,PCDHA6|56142,PCDHA6|56142,PCDHA6|56142,PCOLCE2|26577
PCDHGB1|56104,PCDHGB1|56104,PCDHGB1|56104,PCDHGB1|56104,PCP4L1|654790
PCDHGB5|56101,PCDHGB5|56101,PCDHGB5|56101,PCDHGB5|56101,PCP4|5121
PCDP1|200373,PCDP1|200373,PCDP1|200373,PCDP1|200373,PCSK1N|27344
PCGEM1|64002,PCGEM1|64002,PCGEM1|64002,PCGEM1|64002,PCSK1|5122
PCK1|5105,PCK1|5105,PCK1|5105,PCK1|5105,PCSK2|5126
PCOLCE2|26577,PCOLCE2|26577,PCOLCE2|26577,PCOLCE2|26577,PCSK9|255738
PCP4L1|654790,PCP4L1|654790,PCP4L1|654790,PCP4L1|654790,PDE11A|50940
PCP4|5121,PCP4|5121,PCP4|5121,PCP4|5121,PDE6B|5158
PCSK1N|27344,PCSK1N|27344,PCSK1N|27344,PCSK1N|27344,PDE9A|5152
PCSK1|5122,PCSK1|5122,PCSK1|5122,PCSK1|5122,PDIA2|64714
PCSK2|5126,PCSK2|5126,PCSK2|5126,PCSK2|5126,PDK4|5166
PCSK9|255738,PCSK9|255738,PCSK9|255738,PCSK9|255738,PDX1|3651
PDE11A|50940,PDE11A|50940,PDE11A|50940,PDE11A|50940,PDZD3|79849
PDIA2|64714,PDE8B|8622,PDE8B|8622,PDE9A|5152,PDZK1IP1|10158
PDK4|5166,PDE9A|5152,PDE9A|5152,PDIA2|64714,PDZK1P1|728939
PDX1|3651,PDIA2|64714,PDIA2|64714,PDK4|5166,PDZK1|5174
PDZD3|79849,PDK4|5166,PDK4|5166,PDX1|3651,PDZRN4|29951
PDZK1IP1|10158,PDX1|3651,PDX1|3651,PDZD3|79849,PEBP4|157310
PDZK1P1|728939,PDZD3|79849,PDZD3|79849,PDZK1IP1|10158,PEG10|23089
PDZK1|5174,PDZK1IP1|10158,PDZK1IP1|10158,PDZK1P1|728939,PENK|5179
PDZRN4|29951,PDZK1P1|728939,PDZK1P1|728939,PDZK1|5174,PGC|5225
PEBP4|157310,PDZK1|5174,PDZK1|5174,PDZRN4|29951,PGLYRP2|114770
PEG10|23089,PDZRN4|29951,PDZRN4|29951,PEBP4|157310,PGM5|5239
PENK|5179,PEBP4|157310,PEBP4|157310,PEG10|23089,PGR|5241
PGC|5225,PEG10|23089,PEG10|23089,PENK|5179,PHACTR3|116154
PGLYRP2|114770,PENK|5179,PENK|5179,PGC|5225,PHF21B|112885
PGM5|5239,PGC|5225,PGC|5225,PGLYRP2|114770,PHGR1|644844
PGR|5241,PGLYRP2|114770,PGLYRP2|114770,PGM5|5239,PHYHD1|254295
PHACTR3|116154,PGM5|5239,PGM5|5239,PGR|5241,PHYHIPL|84457
PHF21B|112885,PGR|5241,PGR|5241,PHACTR3|116154,PI15|51050
PHGR1|644844,PHACTR3|116154,PHACTR3|116154,PHF21B|112885,PI16|221476
PHYHD1|254295,PHF21B|112885,PHF21B|112885,PHGR1|644844,PI3|5266
PHYHIPL|84457,PHGR1|644844,PHGR1|644844,PHYHD1|254295,PIGR|5284
PI15|51050,PHYHD1|254295,PHYHD1|254295,PHYHIPL|84457,PIK3C2G|5288
PI16|221476,PHYHIPL|84457,PHYHIPL|84457,PI15|51050,PIP5K1B|8395
PI3|5266,PI15|51050,PI15|51050,PI16|221476,PIP|5304
PIGR|5284,PI16|221476,PI16|221476,PI3|5266,PITX1|5307
PIK3C2G|5288,PI3|5266,PI3|5266,PIGR|5284,PITX2|5308
PIP5K1B|8395,PIGR|5284,PIGR|5284,PIK3C2G|5288,PKHD1|5314
PIP|5304,PIK3C2G|5288,PIK3C2G|5288,PIP|5304,PKLR|5313
PITX1|5307,PIP|5304,PIP5K1B|8395,PITX1|5307,PKNOX2|63876
PITX2|5308,PITX1|5307,PIP|5304,PITX2|5308,PKP1|5317
PKHD1|5314,PITX2|5308,PITX1|5307,PKHD1|5314,PKP3|11187
PKLR|5313,PKHD1|5314,PITX2|5308,PKLR|5313,PLA1A|51365
PKNOX2|63876,PKLR|5313,PKHD1|5314,PKNOX2|63876,PLA2G10|8399
PKP1|5317,PKNOX2|63876,PKLR|5313,PKP1|5317,PLA2G12B|84647
PKP3|11187,PKP1|5317,PKNOX2|63876,PKP3|11187,PLA2G2A|5320
PLA1A|51365,PKP3|11187,PKP1|5317,PLA1A|51365,PLA2G2D|26279
PLA2G10|8399,PLA1A|51365,PKP3|11187,PLA2G10|8399,PLA2G3|50487
PLA2G12B|84647,PLA2G10|8399,PLA1A|51365,PLA2G12B|84647,PLA2G4F|255189
PLA2G2A|5320,PLA2G12B|84647,PLA2G10|8399,PLA2G2A|5320,PLAC2|257000
PLA2G2D|26279,PLA2G2A|5320,PLA2G12B|84647,PLA2G2D|26279,PLAC8|51316
PLA2G3|50487,PLA2G2D|26279,PLA2G2A|5320,PLA2G3|50487,PLCH1|23007
PLA2G4F|255189,PLA2G3|50487,PLA2G2D|26279,PLA2G4F|255189,PLCXD3|345557
PLAC2|257000,PLA2G4F|255189,PLA2G3|50487,PLAC2|257000,PLD5|200150
PLAC8|51316,PLAC2|257000,PLA2G4F|255189,PLAC8|51316,PLEKHG4B|153478
PLCH1|23007,PLAC8|51316,PLAC2|257000,PLCH1|23007,PLG|5340
PLCXD3|345557,PLCH1|23007,PLAC8|51316,PLCXD3|345557,PLIN1|5346
PLD5|200150,PLCXD3|345557,PLCH1|23007,PLD5|200150,PLIN4|729359
PLEKHG4B|153478,PLEKHG4B|153478,PLCXD3|345557,PLEKHG4B|153478,PLIN5|440503
PLG|5340,PLG|5340,PLEKHG4B|153478,PLG|5340,PLP1|5354
PLIN1|5346,PLIN1|5346,PLG|5340,PLIN1|5346,PLUNC|51297
PLIN4|729359,PLIN4|729359,PLIN1|5346,PLIN4|729359,PLXNB3|5365
PLIN5|440503,PLIN5|440503,PLIN4|729359,PLIN5|440503,PNCK|139728
PLP1|5354,PLP1|5354,PLIN5|440503,PLP1|5354,PNMA2|10687
PLUNC|51297,PLUNC|51297,PLP1|5354,PLUNC|51297,PNMA3|29944
PLXNB3|5365,PLXNB3|5365,PLUNC|51297,PLXNB3|5365,PNMA6A|84968
PNCK|139728,PNCK|139728,PLXNB3|5365,PNCK|139728,PNMT|5409
PNMA2|10687,PNMA2|10687,PNCK|139728,PNMA2|10687,PODXL2|50512
PNMA3|29944,PNMA3|29944,PNMA2|10687,PNMA3|29944,POF1B|79983
PNMA6A|84968,PNMA6A|84968,PNMA3|29944,PNMA6A|84968,PON1|5444
PNMT|5409,PNMT|5409,PNMA6A|84968,PNMT|5409,PON3|5446
POF1B|79983,POF1B|79983,PNMT|5409,POF1B|79983,POPDC3|64208
PON3|5446,PON3|5446,POF1B|79983,PON3|5446,POSTN|10631
POPDC3|64208,POPDC3|64208,PON1|5444,POPDC3|64208,POTEG|404785
POSTN|10631,POSTN|10631,PON3|5446,POSTN|10631,POU2AF1|5450
POTEG|404785,POTEG|404785,POPDC3|64208,POTEG|404785,POU3F3|5455
POU2AF1|5450,POU2AF1|5450,POSTN|10631,POU2AF1|5450,POU5F1|5460
POU3F3|5455,POU3F3|5455,POTEG|404785,POU3F3|5455,PP14571|100130449
POU5F1|5460,POU5F1|5460,POU2AF1|5450,POU5F1|5460,PPAN-P2RY11|692312
PP14571|100130449,PP14571|100130449,POU3F3|5455,PP14571|100130449,PPAPDC1A|196051
PPAN-P2RY11|692312,PPAN-P2RY11|692312,POU5F1|5460,PPAN-P2RY11|692312,PPARGC1A|10891
PPAPDC1A|196051,PPAPDC1A|196051,PP14571|100130449,PPAPDC1A|196051,PPFIA4|8497
PPARGC1A|10891,PPARGC1A|10891,PPAN-P2RY11|692312,PPARGC1A|10891,PPM1E|22843
PPFIA4|8497,PPFIA4|8497,PPAPDC1A|196051,PPFIA4|8497,PPP1R14C|81706
PPM1E|22843,PPM1E|22843,PPARGC1A|10891,PPM1E|22843,PPP1R14D|54866
PPP1R14C|81706,PPP1R14C|81706,PPFIA4|8497,PPP1R14C|81706,PPP1R1A|5502
PPP1R14D|54866,PPP1R14D|54866,PPM1E|22843,PPP1R14D|54866,PPP1R1B|84152
PPP1R1A|5502,PPP1R1A|5502,PPP1R14C|81706,PPP1R1A|5502,PPP1R3C|5507
PPP1R1B|84152,PPP1R1B|84152,PPP1R14D|54866,PPP1R1B|84152,PPP2R2C|5522
PPP1R3C|5507,PPP1R3C|5507,PPP1R1A|5502,PPP1R3C|5507,PPP4R4|57718
PPP2R2C|5522,PPP2R2C|5522,PPP1R1B|84152,PPP2R2C|5522,PPYR1|5540
PPP4R4|57718,PPP4R4|57718,PPP1R3C|5507,PPP4R4|57718,PRAC|84366
PPYR1|5540,PPYR1|5540,PPP2R2C|5522,PPYR1|5540,PRAME|23532
PRAC|84366,PRAC|84366,PPP4R4|57718,PRAC|84366,PRAP1|118471
PRAME|23532,PRAME|23532,PPYR1|5540,PRAME|23532,PREX2|80243
PRAP1|118471,PRAP1|118471,PRAC|84366,PRAP1|118471,PRG4|10216
PREX2|80243,PREX2|80243,PRAME|23532,PREX2|80243,PRIMA1|145270
PRG4|10216,PRG4|10216,PRAP1|118471,PRG4|10216,PRKAA2|5563
PRIMA1|145270,PRIMA1|145270,PREX2|80243,PRIMA1|145270,PRKG2|5593
PRKAA2|5563,PRKAA2|5563,PRG4|10216,PRKAA2|5563,PRKY|5616
PRKG2|5593,PRKY|5616,PRIMA1|145270,PRKG2|5593,PRLR|5618
PRKY|5616,PRLR|5618,PRKAA2|5563,PRKY|5616,PRND|23627
PRLR|5618,PRND|23627,PRKY|5616,PRLR|5618,PRODH2|58510
PRND|23627,PRODH2|58510,PRLR|5618,PRND|23627,PRODH|5625
PRODH2|58510,PRODH|5625,PRND|23627,PRODH2|58510,PROK1|84432
PRODH|5625,PROK1|84432,PRODH2|58510,PRODH|5625,PROM1|8842
PROK1|84432,PROM1|8842,PRODH|5625,PROK1|84432,PROM2|150696
PROM1|8842,PROM2|150696,PROM1|8842,PROL1|58503,PROX1|5629
PROM2|150696,PROX1|5629,PROM2|150696,PROM1|8842,PRR15L|79170
PROX1|5629,PRR15L|79170,PROX1|5629,PROM2|150696,PRR15|222171
PRR15L|79170,PRR15|222171,PRR15L|79170,PROX1|5629,PRSS12|8492
PRR15|222171,PRSS12|8492,PRR15|222171,PRR15L|79170,PRSS1|5644
PRSS12|8492,PRSS1|5644,PRSS12|8492,PRR15|222171,PRSS21|10942
PRSS21|10942,PRSS21|10942,PRSS1|5644,PRSS12|8492,PRSS22|64063
PRSS22|64063,PRSS22|64063,PRSS21|10942,PRSS21|10942,PRSS3|5646
PRSS3|5646,PRSS3|5646,PRSS22|64063,PRSS22|64063,PRUNE2|158471
PRUNE2|158471,PRUNE2|158471,PRSS3|5646,PRSS3|5646,PSAT1|29968
PSAT1|29968,PSAT1|29968,PRUNE2|158471,PRUNE2|158471,PSCA|8000
PSCA|8000,PSCA|8000,PSAT1|29968,PSAT1|29968,PTCHD1|139411
PTCHD1|139411,PTCHD1|139411,PSCA|8000,PSCA|8000,PTGDS|5730
PTGDS|5730,PTGDS|5730,PTCHD1|139411,PTCHD1|139411,PTGER3|5733
PTGER3|5733,PTGER3|5733,PTGDS|5730,PTGDS|5730,PTGS2|5743
PTGS2|5743,PTGS2|5743,PTGER3|5733,PTGER3|5733,PTH1R|5745
PTH1R|5745,PTH1R|5745,PTGS2|5743,PTGS2|5743,PTH2R|5746
PTH2R|5746,PTH2R|5746,PTH1R|5745,PTH1R|5745,PTHLH|5744
PTHLH|5744,PTHLH|5744,PTH2R|5746,PTH2R|5746,PTK6|5753
PTK6|5753,PTK6|5753,PTHLH|5744,PTHLH|5744,PTN|5764
PTN|5764,PTN|5764,PTK6|5753,PTK6|5753,PTPN20B|26095
PTPN20B|26095,PTPN20B|26095,PTN|5764,PTN|5764,PTPRH|5794
PTPRH|5794,PTPRH|5794,PTPN20B|26095,PTPN20B|26095,PTPRN2|5799
PTPRN2|5799,PTPRN2|5799,PTPRH|5794,PTPRH|5794,PTPRN|5798
PTPRN|5798,PTPRN|5798,PTPRN2|5799,PTPRN2|5799,PTPRT|11122
PTPRT|11122,PTPRT|11122,PTPRT|11122,PTPRN|5798,PTPRZ1|5803
PTPRZ1|5803,PTPRZ1|5803,PTPRZ1|5803,PTPRT|11122,PVALB|5816
PVALB|5816,PVALB|5816,PVALB|5816,PTPRZ1|5803,PVRL4|81607
PVRL4|81607,PVRL4|81607,PVRL4|81607,PVALB|5816,PXDNL|137902
PXDNL|137902,PXDNL|137902,PXDNL|137902,PVRL4|81607,PYDC1|260434
PYDC1|260434,PYDC1|260434,PYDC1|260434,PXDNL|137902,PYGM|5837
PYGM|5837,PYGM|5837,PYGM|5837,PYDC1|260434,QRFPR|84109
QRFPR|84109,QRFPR|84109,QRFPR|84109,PYGM|5837,RAB25|57111
RAB25|57111,RAB25|57111,RAB25|57111,QRFPR|84109,RAB26|25837
RAB26|25837,RAB26|25837,RAB26|25837,RAB25|57111,RAB27B|5874
RAB27B|5874,RAB27B|5874,RAB27B|5874,RAB26|25837,RAB3B|5865
RAB3B|5865,RAB3B|5865,RAB3B|5865,RAB27B|5874,RAMP1|10267
RAMP1|10267,RAMP1|10267,RAMP1|10267,RAB3B|5865,RANBP3L|202151
RANBP3L|202151,RANBP3L|202151,RANBP3L|202151,RAMP1|10267,RASAL1|8437
RASAL1|8437,RASAL1|8437,RASAL1|8437,RANBP3L|202151,RASGRF1|5923
RASGRF1|5923,RASSF10|644943,RASSF10|644943,RASAL1|8437,RASSF10|644943
RASSF10|644943,RBM24|221662,RBM24|221662,RASSF10|644943,RBM24|221662
RBM24|221662,RBP4|5950,RBP4|5950,RBM24|221662,RBP4|5950
RBP4|5950,RBP5|83758,RBP5|83758,RBP4|5950,RBP5|83758
RBP5|83758,RCOR2|283248,RCOR2|283248,RBP5|83758,RCOR2|283248
RCOR2|283248,REEP6|92840,REEP6|92840,RCOR2|283248,REEP6|92840
REEP6|92840,REG1A|5967,REG1A|5967,REEP6|92840,REG1A|5967
REG1A|5967,REG1B|5968,REG1B|5968,REG1A|5967,REG1B|5968
REG1B|5968,REG3A|5068,REG3A|5068,REG1B|5968,REG3A|5068
REG3A|5068,REG4|83998,REG4|83998,REG3A|5068,REG4|83998
REG4|83998,RELN|5649,RELN|5649,REG4|83998,RELN|5649
RELN|5649,REN|5972,REN|5972,RELN|5649,REN|5972
REN|5972,RERGL|79785,RERGL|79785,REN|5972,RERGL|79785
RERGL|79785,RERG|85004,RERG|85004,RERGL|79785,RERG|85004
RERG|85004,RET|5979,RET|5979,RERG|85004,RET|5979
RET|5979,RFPL2|10739,RFPL2|10739,RET|5979,RFPL2|10739
RFPL2|10739,RGN|9104,RGN|9104,RFPL2|10739,RGN|9104
RGN|9104,RGS11|8786,RGS11|8786,RGN|9104,RGS11|8786
RGS11|8786,RGS22|26166,RGS22|26166,RGS11|8786,RGS22|26166
RGS22|26166,RGS5|8490,RGS5|8490,RGS22|26166,RHCG|51458
RGS5|8490,RGS7BP|401190,RGS7BP|401190,RGS5|8490,RHOV|171177
RGS7BP|401190,RGS7|6000,RHCG|51458,RGS7BP|401190,RIC3|79608
RHCG|51458,RHCG|51458,RHOV|171177,RGS7|6000,RIMBP2|23504
RHOV|171177,RHOV|171177,RIC3|79608,RHCG|51458,RIMS1|22999
RIC3|79608,RIC3|79608,RIMBP2|23504,RHOV|171177,RIMS2|9699
RIMBP2|23504,RIMBP2|23504,RIMS1|22999,RIC3|79608,RIMS4|140730
RIMS1|22999,RIMS1|22999,RIMS2|9699,RIMBP2|23504,RLN1|6013
RIMS2|9699,RIMS2|9699,RIMS4|140730,RIMS1|22999,RNF128|79589
RIMS4|140730,RIMS4|140730,RLN1|6013,RIMS2|9699,RNF183|138065
RLN1|6013,RLN1|6013,RNF128|79589,RIMS4|140730,RNF186|54546
RNF128|79589,RNF128|79589,RNF183|138065,RLN1|6013,RNF212|285498
RNF183|138065,RNF183|138065,RNF186|54546,RNF128|79589,RNF43|54894
RNF186|54546,RNF186|54546,RNF212|285498,RNF183|138065,ROBO2|6092
RNF212|285498,RNF212|285498,RNF43|54894,RNF186|54546,ROPN1B|152015
RNF43|54894,RNF43|54894,ROBO2|6092,RNF212|285498,RORB|6096
ROBO2|6092,ROBO2|6092,ROPN1B|152015,RNF43|54894,ROS1|6098
ROPN1B|152015,ROPN1B|152015,ROPN1|54763,ROBO2|6092,RP1|6101
ROPN1|54763,RORB|6096,RORB|6096,ROPN1B|152015,RPRM|56475
RORB|6096,ROS1|6098,ROS1|6098,ROPN1|54763,RPS28|6234
ROS1|6098,RP1|6101,RP1|6101,RORB|6096,RPS4Y1|6192
RP1|6101,RPRM|56475,RPRM|56475,ROS1|6098,RPS6KA6|27330
RPRM|56475,RPS28|6234,RPS28|6234,RP1|6101,RRAD|6236
RPS28|6234,RPS4Y1|6192,RPS4Y1|6192,RPRM|56475,RSPO1|284654
RPS4Y1|6192,RPS6KA6|27330,RPS6KA6|27330,RPS28|6234,RSPO2|340419
RPS6KA6|27330,RRAD|6236,RRAD|6236,RPS4Y1|6192,RTN4RL1|146760
RRAD|6236,RSPO1|284654,RSPO1|284654,RPS6KA6|27330,RYR1|6261
RSPO1|284654,RSPO2|340419,RSPO2|340419,RRAD|6236,RYR2|6262
RSPO2|340419,RTN4RL1|146760,RTN4RL1|146760,RSPO1|284654,S100A14|57402
RTN4RL1|146760,RYR2|6262,RYR2|6262,RSPO2|340419,S100A1|6271
RYR1|6261,S100A14|57402,S100A14|57402,RTN4RL1|146760,S100A2|6273
RYR2|6262,S100A1|6271,S100A1|6271,RYR2|6262,S100A7A|338324
S100A14|57402,S100A2|6273,S100A2|6273,S100A14|57402,S100A7|6278
S100A1|6271,S100A7A|338324,S100A7A|338324,S100A1|6271,S100A8|6279
S100A2|6273,S100A7|6278,S100A7|6278,S100A2|6273,S100A9|6280
S100A7|6278,S100A8|6279,S100A8|6279,S100A7|6278,S100P|6286
S100A8|6279,S100A9|6280,S100A9|6280,S100A8|6279,SAA1|6288
S100A9|6280,S100P|6286,S100P|6286,S100A9|6280,SAA2|6289
S100P|6286,SAA1|6288,SAA1|6288,S100P|6286,SALL1|6299
SAA1|6288,SAA2|6289,SAA2|6289,SAA1|6288,SBSN|374897
SAA2|6289,SALL1|6299,SALL1|6299,SAA2|6289,SCAND3|114821
SALL1|6299,SALL3|27164,SCAND3|114821,SALL1|6299,SCARA5|286133
SALL3|27164,SBSN|374897,SCARA5|286133,SALL3|27164,SCEL|8796
SBSN|374897,SCAND3|114821,SCEL|8796,SBSN|374897,SCGB1A1|7356
SCAND3|114821,SCARA5|286133,SCG3|29106,SCAND3|114821,SCGB1D2|10647
SCARA5|286133,SCEL|8796,SCGB1A1|7356,SCARA5|286133,SCGB2A1|4246
SCEL|8796,SCG3|29106,SCGB1D2|10647,SCEL|8796,SCGB2A2|4250
SCGB1A1|7356,SCGB1A1|7356,SCGB2A1|4246,SCGB1A1|7356,SCGB3A1|92304
SCGB1D2|10647,SCGB1D2|10647,SCGB2A2|4250,SCGB1D2|10647,SCGB3A2|117156
SCGB2A1|4246,SCGB2A1|4246,SCGB3A1|92304,SCGB2A1|4246,SCGN|10590
SCGB2A2|4250,SCGB2A2|4250,SCGB3A2|117156,SCGB2A2|4250,SCN4A|6329
SCGB3A1|92304,SCGB3A1|92304,SCGN|10590,SCGB3A1|92304,SCN7A|6332
SCGB3A2|117156,SCGB3A2|117156,SCIN|85477,SCGB3A2|117156,SCN9A|6335
SCGN|10590,SCGN|10590,SCN1A|6323,SCGN|10590,SCNN1A|6337
SCN1A|6323,SCN1A|6323,SCN4A|6329,SCN4A|6329,SCNN1B|6338
SCN4A|6329,SCN4A|6329,SCN7A|6332,SCN7A|6332,SCNN1G|6340
SCN7A|6332,SCN7A|6332,SCN9A|6335,SCN9A|6335,SCRG1|11341
SCN9A|6335,SCN9A|6335,SCNN1A|6337,SCNN1A|6337,SCTR|6344
SCNN1A|6337,SCNN1A|6337,SCNN1B|6338,SCNN1B|6338,SCUBE2|57758
SCNN1B|6338,SCNN1B|6338,SCNN1G|6340,SCNN1G|6340,SDK2|54549
SCNN1G|6340,SCNN1G|6340,SCRG1|11341,SCRG1|11341,SDPR|8436
SCRG1|11341,SCRG1|11341,SCTR|6344,SCTR|6344,SDR16C5|195814
SCTR|6344,SCTR|6344,SCUBE2|57758,SCUBE2|57758,SEC14L4|284904
SCUBE2|57758,SCUBE2|57758,SDK2|54549,SDK2|54549,SELE|6401
SDK2|54549,SDK2|54549,SDPR|8436,SDPR|8436,SEMA3D|223117
SDPR|8436,SDPR|8436,SDR16C5|195814,SDR16C5|195814,SEMA3E|9723
SDR16C5|195814,SDR16C5|195814,SEC14L4|284904,SEC14L4|284904,SEMA5B|54437
SEC14L4|284904,SEC14L4|284904,SELE|6401,SEMA3D|223117,SERHL2|253190
SELE|6401,SEMA3D|223117,SEMA3D|223117,SEMA3E|9723,SERPINA11|256394
SELP|6403,SEMA3E|9723,SEMA3E|9723,SEMA5B|54437,SERPINA1|5265
SEMA3D|223117,SEMA5B|54437,SEMA5B|54437,SERHL2|253190,SERPINA3|12
SEMA3E|9723,SERHL2|253190,SERHL2|253190,SERPINA11|256394,SERPINA4|5267
SEMA5B|54437,SERPINA11|256394,SERPINA11|256394,SERPINA1|5265,SERPINA5|5104
SERHL2|253190,SERPINA1|5265,SERPINA1|5265,SERPINA3|12,SERPINA6|866
SERPINA11|256394,SERPINA3|12,SERPINA3|12,SERPINA4|5267,SERPINB11|89778
SERPINA1|5265,SERPINA4|5267,SERPINA4|5267,SERPINA5|5104,SERPINB3|6317
SERPINA3|12,SERPINA5|5104,SERPINA5|5104,SERPINA6|866,SERPINB5|5268
SERPINA4|5267,SERPINA6|866,SERPINA6|866,SERPINB11|89778,SERPIND1|3053
SERPINA5|5104,SERPINB11|89778,SERPINB11|89778,SERPINB2|5055,SERPINF2|5345
SERPINA6|866,SERPINB3|6317,SERPINB3|6317,SERPINB3|6317,SEZ6L|23544
SERPINB11|89778,SERPINB5|5268,SERPINB5|5268,SERPINB4|6318,SFN|2810
SERPINB2|5055,SERPIND1|3053,SERPIND1|3053,SERPINB5|5268,SFRP1|6422
SERPINB3|6317,SERPINF2|5345,SERPINF2|5345,SERPINB7|8710,SFRP2|6423
SERPINB4|6318,SEZ6L|23544,SEZ6L|23544,SERPIND1|3053,SFRP4|6424
SERPINB5|5268,SFN|2810,SFN|2810,SERPINF2|5345,SFTA1P|207107
SERPINB7|8710,SFRP1|6422,SFRP1|6422,SEZ6L|23544,SFTA2|389376
SERPIND1|3053,SFRP2|6423,SFRP2|6423,SFN|2810,SFTA3|253970
SERPINF2|5345,SFRP4|6424,SFTA1P|207107,SFRP1|6422,SFTPA1|653509
