fold_1,fold_2,jaccard
1,2,0.941747572815534
1,3,0.9267822736030829
1,4,0.941747572815534
1,5,0.937984496124031
2,3,0.9267822736030829
2,4,0.9455252918287937
2,5,0.9455252918287937
3,4,0.9267822736030829
3,5,0.9342359767891683
4,5,0.949317738791423
